,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_workin_gyears,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_departament,remote_work
120,39,False,,672.0, Research & Development ,7,2,,444.0,3,M,54,2,5, manAgER ,4,Married,19272.0,21141,1,True,,0.15,3.0,1,,1,,2,3.0,21,,13,3,19272.0,1984,1000000000.0,Research & Development,
121,45,False,rarely,549.0,,8,4,,452.0,4,M,75,3,2, RESearCH scienTIST ,4,,,9278,9,True,False,0.14,3.0,1,80.0,2,12.0,3,3.0,10,,9,8,,1978,1000000000.0,nan,
122,30,False,rarely,570.0, Sales ,5,3,Marketing,456.0,4,F,30,2,2, SaLES eXeCUtIVE ,3,,,5431,1,,,0.13,3.0,3,,3,10.0,2,3.0,10,,1,2,,1993,1000000000.0,Sales,True
123,31,False,,1232.0,,7,4,Medical,,3,F,39,3,3, maNUfActuRinG diRectOR ,4,,,25713,1,True,,0.14,3.0,3,,0,11.0,2,2.0,11,,4,10,,1992,1000000000.0,nan,False
124,36,False,,541.0,,3,4,Medical,481.0,1,M,48,2,3, SAles exEcUtivE ,4,Married,,7246,4,True,False,0.11,3.0,1,,1,16.0,2,3.0,13,,1,12,,1987,1000000000.0,nan,
125,36,False,rarely,164.0,,2,2,,513.0,2,M,61,2,3, saLes eXECUTIVE ,3,Married,,3809,1,,,0.13,3.0,2,,2,10.0,2,3.0,10,,9,0,,1987,1000000000.0,nan,
126,55,False,rarely,1117.0,,18,5,,597.0,1,F,83,3,4, MAnAgER ,2,Single,,9873,3,True,False,0.23,4.0,4,,0,37.0,2,3.0,10,,7,7,,1968,1000000000.0,nan,True
127,35,False,,619.0,,1,3,,600.0,2,M,85,3,2, SAles exEcutiVE ,3,,,18659,9,True,,0.11,3.0,3,,0,15.0,2,3.0,11,,6,9,,1988,1000000000.0,nan,True
128,42,False,rarely,319.0,,24,3,Medical,,4,M,56,3,3, MANufactURINg DirEctOR ,1,Married,,6950,1,,,0.21,4.0,4,80.0,1,10.0,5,2.0,10,,5,8,,1981,1000000000.0,nan,False
129,52,False,rarely,956.0,,6,2,,630.0,4,M,78,3,2, RESEarCh sCiENTIst ,1,Divorced,5577.0,22087,3,True,True,0.12,,2,,2,18.0,3,3.0,10,,6,9,5577.0,1971,1000000000.0,nan,True
130,49,False,,1245.0,,18,4,Life Sciences,638.0,4,M,58,2,5, reseArcH DIRectOr ,3,,,2125,1,,True,0.17,3.0,3,,1,,5,3.0,31,,0,9,,1974,1000000000.0,nan,True
131,34,False,rarely,1397.0, Research & Development ,1,5,,683.0,2,M,42,3,1, reSEarCH scIentISt ,4,Married,2691.0,7660,1,,False,0.12,3.0,4,80.0,1,,4,2.0,10,,8,8,2691.0,1989,1000000000.0,Research & Development,True
132,33,True,rarely,527.0,,1,4,Other,780.0,4,M,63,3,1, rESearCh SCiEnTIST ,4,Single,,5207,1,True,,0.13,3.0,3,80.0,0,10.0,2,2.0,10,,7,8,,1990,1000000000.0,nan,False
133,33,False,,213.0, Research & Development ,7,3,Medical,817.0,3,M,49,3,3, ReSeARCh DiRECtor ,3,Married,,25995,0,,False,0.11,3.0,4,,0,,3,4.0,13,,3,7,,1990,1000000000.0,Research & Development,
134,53,False,rarely,,,23,4,,901.0,4,F,72,3,4, RESEARcH DirecToR ,4,,,20206,6,True,False,0.18,3.0,3,,0,33.0,0,3.0,12,,3,8,,1970,1000000000.0,nan,True
135,49,False,rarely,527.0,,8,2,Other,944.0,1,F,51,3,3, LAboRatORY TeCHNicIAn ,2,Married,7403.0,22477,4,,,0.11,3.0,3,,1,29.0,3,2.0,26,,1,7,7403.0,1974,1000000000.0,nan,False
136,35,False,,882.0,,21,4,,984.0,21,M,,3,3, SaLeS exEcuTIVE ,4,,,6812,6,True,,0.13,3.0,2,80.0,1,,2,3.0,10,,0,8,,1988,1000000000.0,nan,False
137,38,False,rarely,330.0,,17,1,Life Sciences,1088.0,3,F,65,2,3, heAlThCARE rEpreSentaTIVE ,3,Married,8823.0,24608,0,,,0.18,3.0,1,,1,20.0,4,2.0,19,,1,9,8823.0,1985,1000000000.0,nan,False
138,46,False,,406.0, Sales ,3,1,Marketing,1124.0,1,M,,3,4, MaNAgeR ,3,Married,,15596,3,True,False,0.12,3.0,4,,1,,3,3.0,12,,4,9,,1977,1000000000.0,Sales,False
139,36,False,no,217.0,,18,4,,,1,M,78,3,2, MaNuFacTUriNG dIRectOr ,4,Single,,23238,2,True,,0.2,4.0,1,,0,18.0,0,3.0,11,,0,9,,1987,1000000000.0,nan,False
140,42,True,frequently,481.0,,15,3,Life Sciences,1167.0,15,M,44,3,4, salEs EXecuTIve ,1,Single,,2447,0,,,0.12,,2,,0,,2,2.0,21,,13,14,,1981,1000000000.0,nan,True
141,34,False,frequently,669.0,,1,3,,1184.0,4,M,97,2,2, HEAlTHcaRe rEpreseNTatIvE ,1,Single,,25755,0,,False,0.2,4.0,3,,0,14.0,3,3.0,13,,4,9,,1989,1000000000.0,nan,True
142,30,False,rarely,1465.0, Research & Development ,1,3,Medical,,4,M,63,3,1, RESEArCH sCIenTIst ,2,,3579.0,9369,0,,True,0.21,4.0,1,,1,12.0,2,3.0,11,,5,7,3579.0,1993,1000000000.0,Research & Development,True
143,54,False,rarely,685.0,,3,3,Life Sciences,,4,M,85,3,4, rESeArCH dIrECtor ,4,Married,17779.0,23474,3,,False,0.14,3.0,1,80.0,0,36.0,2,3.0,10,,0,9,17779.0,1969,1000000000.0,nan,True
144,31,False,rarely,1062.0,,24,3,Medical,1252.0,3,F,96,2,2, HeALThCARE rEPreSENTAtivE ,1,Single,,17198,1,,False,0.19,,2,,0,10.0,2,3.0,10,,1,8,,1992,1000000000.0,nan,False
145,44,False,,1099.0,,5,3,,1267.0,2,M,88,3,5, MANAGEr ,2,Married,18213.0,8751,7,,False,0.11,3.0,3,80.0,1,26.0,5,3.0,22,,3,10,18213.0,1979,1000000000.0,nan,
146,55,False,no,177.0,,8,1,,1278.0,4,M,37,2,4, HeaLtHCARe rEPREsEnTATIVE ,2,Divorced,13577.0,25592,1,True,True,0.15,3.0,4,,1,,3,3.0,33,,15,0,13577.0,1968,1000000000.0,nan,False
147,44,False,rarely,1199.0,,4,2,Life Sciences,1288.0,3,M,92,4,5, manAger ,1,Divorced,19190.0,17477,1,True,False,0.14,3.0,4,,2,,4,2.0,25,,14,13,19190.0,1979,1000000000.0,nan,False
148,34,False,frequently,648.0, Human Resources ,11,3,Life Sciences,,3,M,56,2,2, hUMAn reSoUrCES ,2,,,21833,4,True,False,0.11,3.0,4,,2,14.0,5,4.0,10,,1,8,,1989,1000000000.0,Human Resources,True
149,39,False,,412.0,,13,4,,1307.0,3,F,94,2,4, mANaGeR ,2,Divorced,17123.0,17334,6,,True,0.13,3.0,4,,2,,4,3.0,19,,15,2,17123.0,1984,1000000000.0,nan,False
150,55,False,rarely,282.0,,2,2,Medical,1336.0,4,F,58,1,5, MANagER ,3,,19187.0,6992,4,True,,0.14,,4,,1,23.0,5,3.0,19,,9,11,19187.0,1968,1000000000.0,nan,
151,51,False,,770.0,,5,3,Life Sciences,1352.0,3,M,84,3,4, manAGeR ,2,,,17588,1,True,,0.11,3.0,2,80.0,1,,2,3.0,33,,0,10,,1972,1000000000.0,nan,
152,58,True,,601.0,,14,4,Medical,1360.0,14,F,53,2,3, mAnUFACTURIng dIreCtOr ,1,Marreid,10008.0,12023,7,True,,0.14,3.0,4,80.0,0,,0,2.0,10,,5,9,10008.0,1965,1000000000.0,nan,
153,48,False,,855.0,,4,3,Life Sciences,,4,M,54,3,3, maNUfaCTUriNG dIreCtor ,4,Single,,18706,1,True,False,0.11,3.0,3,,0,11.0,2,3.0,10,,0,8,,1975,1000000000.0,nan,True
154,29,False,rarely,332.0, Human Resources ,17,3,,1419.0,2,M,51,2,3, HUmAN rESOuRceS ,1,Single,7988.0,9769,1,True,,0.13,3.0,1,,0,,3,2.0,10,,0,9,7988.0,1994,1000000000.0,Human Resources,False
155,34,False,,1326.0,,3,3,Other,1478.0,4,M,81,1,2, sAles ExecUTiVE ,1,Single,,15891,3,,False,0.18,,4,80.0,0,15.0,2,3.0,13,,3,12,,1989,1000000000.0,nan,True
156,42,False,frequently,748.0,,9,2,,1480.0,1,F,74,3,1, lABoRAtoRY TECHNicIAN ,4,,,16458,1,,,0.13,3.0,3,,0,12.0,3,3.0,12,,5,8,,1981,1000000000.0,nan,True
157,57,False,rarely,405.0,,1,2,Life Sciences,,2,M,93,4,2, REsearCh ScienTIst ,3,Married,,2721,0,,False,0.24,4.0,1,,1,13.0,2,2.0,12,,2,8,,1966,1000000000.0,nan,
158,34,True,rarely,790.0,,24,4,,1489.0,1,F,40,2,2, sAles EXecutiVE ,2,Single,,7815,0,True,True,0.23,4.0,3,,0,16.0,2,4.0,15,,10,10,,1989,1000000000.0,nan,False
159,54,False,frequently,1050.0,,11,4,Medical,1520.0,2,F,87,3,4, manaGeR ,4,,,24456,3,True,False,0.2,,1,,1,26.0,2,3.0,14,,1,12,,1969,1000000000.0,nan,True
160,34,False,rarely,971.0,,1,3,,1535.0,4,M,64,2,3, saLEs exEcUTiVE ,3,,7083.0,12288,1,True,,0.14,3.0,4,80.0,0,,3,3.0,10,,8,6,7083.0,1989,1000000000.0,nan,False
161,29,False,,1370.0,,3,1,Medical,1586.0,2,M,87,3,1, lAboratorY tecHNIciAN ,1,Single,4723.0,16213,1,,,0.18,3.0,4,,0,,3,,10,,1,5,4723.0,1994,1000000000.0,nan,
162,35,False,rarely,750.0,,28,3,Life Sciences,1596.0,2,M,46,4,2, LAboraTORy TEcHNiCIAN ,3,,3407.0,25348,1,,,0.17,,4,,2,,3,2.0,10,,6,8,3407.0,1988,1000000000.0,nan,
163,35,True,,880.0,,12,4,Other,1667.0,4,M,36,3,2, Sales ExecUtIVe ,4,,,10414,3,,,0.24,4.0,1,,0,13.0,2,4.0,11,,6,7,,1988,1000000000.0,nan,
164,34,False,rarely,678.0,,19,3,Life Sciences,1701.0,2,F,35,2,1, rEseaRcH SCienTist ,4,Married,2929.0,20338,1,,False,0.12,3.0,2,,0,10.0,3,3.0,10,,8,7,2929.0,1989,1000000000.0,nan,True
165,43,False,,1179.0,,2,3,,1706.0,4,M,73,3,2, Sales eXEcUtIVE ,4,,,6069,1,True,True,0.17,3.0,1,,1,10.0,3,3.0,10,,8,8,,1980,1000000000.0,nan,False
166,58,False,no,350.0,,2,3,Medical,,2,M,52,3,4, maNaGer ,2,Divorced,,22577,4,,False,0.22,4.0,4,,1,37.0,0,2.0,16,,14,14,,1965,1000000000.0,nan,True
167,36,False,rarely,1266.0, Sales ,14,4,,,14,F,63,2,2, SaleS EXeCuTivE ,3,Marreid,,6060,1,,True,0.13,3.0,1,,1,10.0,4,3.0,10,,1,7,,1987,1000000000.0,Sales,False
168,43,False,rarely,574.0,,11,3,Life Sciences,1971.0,1,M,30,3,3, hEALThcarE RepReSeNTAtIve ,3,Married,,16873,1,True,,0.17,3.0,2,,1,10.0,1,3.0,10,,0,9,,1980,1000000000.0,nan,True
169,55,False,,189.0,,26,4,Human Resources,,3,M,71,4,5, MAnAgEr ,2,Married,,25811,4,,True,0.18,3.0,1,80.0,1,35.0,0,3.0,10,,1,4,,1968,1000000000.0,nan,True
170,42,False,,, Research & Development ,23,2,,1976.0,4,M,37,2,2, ReSeARch scIENTISt ,3,Single,,14811,1,True,,0.12,3.0,4,80.0,0,20.0,2,3.0,20,,3,7,,1981,1000000000.0,Research & Development,
171,40,False,,692.0,,11,3,Technical Degree,1985.0,4,F,73,3,2, LABORaTorY TECHniciaN ,3,Married,,26849,1,,,0.11,,1,,1,10.0,2,4.0,10,,9,4,,1983,1000000000.0,nan,
172,56,True,,310.0, Research & Development ,7,2,Technical Degree,2032.0,4,M,72,3,1, LaBoRaTorY TeChNicIAn ,3,Married,,3666,8,True,False,0.11,3.0,4,80.0,1,14.0,4,1.0,10,,9,8,,1967,1000000000.0,Research & Development,True
173,39,False,rarely,722.0,,33,1,Marketing,2056.0,33,F,60,2,4, sAleS execuTiVE ,4,,12031.0,8828,0,True,,0.11,3.0,1,80.0,1,,2,2.0,20,,9,6,12031.0,1984,1000000000.0,nan,True
174,53,False,rarely,1219.0,,2,4,Life Sciences,,1,F,78,2,4, mANAgER ,4,Married,15427.0,22021,2,,False,0.16,3.0,3,80.0,0,,3,3.0,25,,3,7,15427.0,1970,1000000000.0,nan,True
175,27,False,frequently,994.0,,8,3,,,4,M,37,3,3, sALes exECuTiVE ,3,Single,,2975,1,True,False,0.15,3.0,4,,0,9.0,0,3.0,9,,1,7,,1996,1000000000.0,nan,False
176,30,False,frequently,721.0,,1,2,,57.0,3,F,58,3,2, LABOrATorY TechNIcIaN ,4,,,10781,1,,,0.23,4.0,4,,0,12.0,2,,12,,3,7,,1993,1000000000.0,nan,True
177,35,False,,853.0,,18,5,Life Sciences,,2,M,71,3,3, sAlES eXeCuTIVe ,1,Married,,11031,1,True,,0.22,4.0,4,80.0,1,9.0,3,2.0,9,,1,8,,1988,1000000000.0,nan,
178,32,False,rarely,427.0, Research & Development ,1,3,Medical,78.0,1,M,,3,2, ManUfaCTUriNg dIReCtor ,4,Married,6162.0,10877,1,,True,0.22,4.0,2,,1,9.0,3,3.0,9,,7,8,6162.0,1991,1000000000.0,Research & Development,True
179,30,False,rarely,852.0,,1,1,Life Sciences,104.0,4,M,55,2,2, LaboraTOry TEcHniCiAN ,4,Married,5126.0,15998,1,,,0.12,3.0,3,,2,,1,,10,,3,0,5126.0,1993,1000000000.0,nan,False
180,46,True,,669.0, Sales ,9,2,Medical,118.0,3,M,64,2,3, saLES ExECuTIVe ,4,,9619.0,13596,1,,False,0.16,3.0,4,,0,9.0,3,3.0,9,,4,7,9619.0,1977,1000000000.0,Sales,False
181,30,False,rarely,1334.0,,4,2,,121.0,3,F,63,2,2, sALeS execUTiVE ,2,,,19760,1,,True,0.12,3.0,2,,3,11.0,4,2.0,11,,2,7,,1993,1000000000.0,nan,False
182,32,False,,1093.0,,6,4,,125.0,2,M,87,3,2, saLEs executive ,3,Single,5010.0,24301,1,True,False,0.16,3.0,1,80.0,0,12.0,0,3.0,11,,5,7,5010.0,1991,1000000000.0,nan,True
183,35,False,rarely,,,37,5,Marketing,,3,M,94,3,3, SAles ExeCUTiVE ,2,Married,,11439,1,True,,0.13,3.0,1,,2,,3,3.0,10,,0,6,,1988,1000000000.0,nan,False
184,32,False,,967.0,,8,3,Marketing,207.0,2,F,43,3,3, sAleS exeCUTiVe ,4,Single,,15589,1,True,,0.14,3.0,4,80.0,0,9.0,2,3.0,9,,3,7,,1991,1000000000.0,nan,True
185,41,False,rarely,465.0, Research & Development ,34,3,Life Sciences,227.0,1,M,56,3,1, RESEaRch SCIEntISt ,3,Divorced,,4609,4,True,False,0.12,3.0,1,,1,,2,3.0,9,,1,8,,1982,1000000000.0,Research & Development,True
186,40,False,rarely,989.0,,4,1,Medical,253.0,4,F,46,3,5, manaGEr ,3,,19033.0,6499,1,,False,0.14,3.0,2,,1,21.0,2,3.0,20,,9,9,19033.0,1983,1000000000.0,nan,False
187,45,False,,1195.0,,2,2,,264.0,1,M,65,2,4, MAnagEr ,4,Married,,20462,9,True,False,0.23,4.0,4,,1,22.0,1,3.0,20,,11,8,,1978,1000000000.0,nan,True
188,32,True,rarely,1045.0,,4,4,,291.0,4,M,32,1,3, SALeS eXecUTiVe ,4,Married,10400.0,25812,1,,False,0.11,3.0,3,80.0,0,14.0,2,2.0,14,,9,8,10400.0,1991,1000000000.0,nan,False
189,30,False,no,829.0, Research & Development ,1,1,Life Sciences,292.0,3,M,88,2,3, mAnUFaCtUrinG diReCtor ,3,,,20925,1,,False,0.22,4.0,3,80.0,0,,2,3.0,11,,5,8,,1993,1000000000.0,Research & Development,True
190,37,False,,663.0,,11,3,,306.0,2,M,47,3,3, REsEARcH dIreCTor ,4,,,10056,1,,,0.14,3.0,3,,3,,1,3.0,10,,0,7,,1986,1000000000.0,nan,
191,37,False,,319.0,,4,4,,,1,M,41,3,1, SAlEs repReSEnTaTiVE ,4,Divorced,2793.0,2539,4,,False,0.17,3.0,3,80.0,1,13.0,2,3.0,9,,5,8,2793.0,1986,1000000000.0,nan,False
192,40,False,,1300.0,,24,2,Technical Degree,335.0,1,M,62,3,2, reSEARch scIeNTIST ,4,,,24447,1,True,False,0.17,3.0,1,,2,,3,3.0,9,,4,7,,1983,1000000000.0,nan,False
193,36,False,no,1105.0,,24,4,,,2,F,47,3,2, lAbORATorY teChnICiaN ,2,Married,5674.0,6927,7,,,0.15,3.0,3,,1,11.0,3,3.0,9,,0,8,5674.0,1987,1000000000.0,nan,
194,32,False,rarely,906.0,,7,3,Life Sciences,420.0,4,M,91,2,2, SalEs eXEcuTIVE ,3,Married,,16985,1,True,,0.14,3.0,3,,1,13.0,3,2.0,13,,4,8,,1991,1000000000.0,nan,
195,38,False,,849.0,,25,2,Life Sciences,421.0,1,F,81,2,3, rEseaRch DIRECTOr ,2,,,26707,3,True,,0.17,3.0,3,,1,,2,3.0,10,,0,1,,1985,1000000000.0,nan,True
196,30,False,rarely,1275.0,,28,2,,441.0,4,F,64,3,2, resEarcH sCiEnTISt ,4,Married,,11934,1,,False,0.13,3.0,4,80.0,2,11.0,2,3.0,10,,1,9,,1993,1000000000.0,nan,True
197,39,False,,1218.0,,1,1,,531.0,2,M,52,3,5, ManAger ,3,,19197.0,8213,1,,,0.14,3.0,3,,1,21.0,3,3.0,21,,1,6,19197.0,1984,1000000000.0,nan,
198,60,False,,422.0,,7,3,Life Sciences,549.0,1,F,41,3,5, MaNagEr ,1,,,3854,5,,False,0.11,3.0,4,80.0,0,33.0,5,1.0,29,,11,10,,1963,1000000000.0,nan,
199,30,False,,1398.0,,22,4,Other,567.0,3,F,69,3,3, SaLes ExecUtiVE ,1,,8412.0,2890,0,,,0.11,3.0,3,,0,10.0,3,3.0,9,,7,8,8412.0,1993,1000000000.0,nan,
200,31,False,rarely,1274.0, Research & Development ,9,1,,581.0,3,M,,3,3, maNUFAcTURING direCTOr ,2,Divorced,,14394,1,True,False,0.25,4.0,4,,1,,6,4.0,13,,0,8,,1992,1000000000.0,Research & Development,True
201,33,True,,1076.0,,3,3,Life Sciences,702.0,1,M,70,3,1, RESeArCh sCIentIst ,1,Single,3348.0,3164,1,True,True,0.11,3.0,1,80.0,0,,3,3.0,10,,9,7,3348.0,1990,1000000000.0,nan,False
202,50,False,,1207.0,,28,1,Medical,716.0,4,M,74,4,1, LAboRaTorY teChniCiaN ,3,Married,,3297,1,True,True,0.11,,3,,3,20.0,3,3.0,20,,3,8,,1973,1000000000.0,nan,True
203,32,False,,430.0, Research & Development ,24,4,Life Sciences,772.0,1,M,80,3,2, labOraTORy techNicIan ,4,,5309.0,21146,1,,False,0.15,,4,,2,10.0,2,3.0,10,,4,7,5309.0,1991,1000000000.0,Research & Development,True
204,42,False,,933.0,,29,3,,836.0,2,M,98,3,2, manuFACtuRiNg DIrEcTor ,2,,,11806,1,,,0.13,3.0,4,80.0,1,10.0,3,2.0,9,,7,8,,1981,1000000000.0,nan,
205,49,True,,1184.0, Sales ,11,3,Marketing,840.0,3,F,43,3,3, SAlEs ExeCUtive ,4,Married,7654.0,5860,1,,False,0.18,3.0,1,,2,,3,4.0,9,,7,7,7654.0,1974,1000000000.0,Sales,False
206,27,False,,,,5,1,,844.0,3,M,42,2,3, REsEARCH dIReCTor ,4,Divorced,12808.0,8842,1,,,0.16,3.0,2,,1,,3,3.0,9,,0,8,12808.0,1996,1000000000.0,nan,True
207,33,False,rarely,586.0,,1,3,Medical,,1,M,48,4,2, sALES ExEcUTIvE ,1,Divorced,,21816,1,True,,0.22,,1,,1,9.0,5,3.0,9,,0,8,,1990,1000000000.0,nan,True
208,52,False,,890.0, Research & Development ,26,4,,867.0,3,F,81,2,4, MANUFACturING DIRecToR ,4,Married,,19028,3,True,False,0.22,4.0,3,80.0,0,31.0,3,3.0,9,,0,0,,1971,1000000000.0,Research & Development,False
209,32,False,,379.0,,5,2,Life Sciences,889.0,2,M,48,3,2, saleS exECUtIve ,2,,,8891,1,,False,0.14,3.0,4,80.0,1,10.0,3,3.0,10,,5,3,,1991,1000000000.0,nan,True
210,36,False,,1425.0,,14,1,Life Sciences,924.0,3,M,68,3,2, heAltHcArE rEprEseNtatIVE ,4,,6586.0,4821,0,True,,0.17,3.0,1,,1,,2,2.0,16,,4,11,6586.0,1987,1000000000.0,nan,False
211,31,False,no,1188.0, Sales ,20,2,,,4,F,45,3,2, Sales eXECuTIvE ,3,,,24406,1,,,0.13,3.0,4,,1,,2,2.0,9,,0,0,,1992,1000000000.0,Sales,False
212,36,False,rarely,938.0,,2,4,Medical,,3,M,79,3,1, laBORATORy tECHNICIan ,3,Single,2519.0,12287,4,True,False,0.21,4.0,3,,0,,6,3.0,11,,3,9,2519.0,1987,1000000000.0,nan,
213,52,False,,1053.0,,1,2,Life Sciences,976.0,4,M,70,3,4, MAnager ,4,Married,17099.0,13829,2,,,0.15,3.0,2,80.0,1,26.0,2,,9,,7,8,17099.0,1971,1000000000.0,nan,True
214,33,False,no,722.0,,17,3,,992.0,4,M,38,3,4, MaNagER ,3,Single,,20489,1,,,0.11,3.0,4,,0,10.0,2,3.0,10,,6,0,,1990,1000000000.0,nan,False
215,45,False,no,248.0,,23,2,Life Sciences,1002.0,4,M,42,3,2, LaBoraTORy TeChNiCIAN ,1,,,14039,1,,True,0.15,3.0,3,80.0,1,9.0,2,3.0,9,,0,8,,1978,1000000000.0,nan,True
216,36,False,rarely,796.0, Research & Development ,12,5,,1073.0,4,F,51,2,3, mANUfaCTuRiNG DiRECtOr ,4,,,15669,0,True,,0.11,3.0,2,,0,15.0,2,2.0,14,,7,8,,1987,1000000000.0,Research & Development,True
217,49,False,,174.0,,8,4,,1138.0,4,M,56,2,4, sales ExecuTiVe ,2,,13120.0,11879,6,True,,0.17,3.0,2,80.0,1,22.0,3,3.0,9,,2,3,13120.0,1974,1000000000.0,nan,False
218,29,True,,408.0,,23,1,,,4,F,45,2,3, SALeS eXECUtivE ,1,,,11162,1,True,,0.13,,1,,1,11.0,3,1.0,11,,3,10,,1994,1000000000.0,nan,
219,29,False,,,,6,1,,1192.0,2,F,54,3,1, LABoRaTOrY teChNICiAn ,4,Married,3131.0,26342,1,,,0.13,3.0,1,,1,,5,3.0,10,,0,8,3131.0,1994,1000000000.0,nan,False
220,37,False,,977.0, Research & Development ,1,3,Life Sciences,1196.0,4,F,56,2,2, ManUFACtURiNg DiRECTOr ,4,Married,,9961,1,True,,0.13,3.0,2,80.0,1,14.0,2,2.0,14,,3,11,,1986,1000000000.0,Research & Development,True
221,33,False,rarely,536.0,,10,5,,,4,M,82,4,3, salES eXECUtive ,3,,,21708,0,True,,0.14,3.0,4,,2,,3,3.0,9,,0,8,,1990,1000000000.0,nan,True
222,34,False,frequently,135.0,,19,3,Medical,,3,F,46,3,2, laboRatoRy teCHNiCiaN ,2,Divorced,4444.0,22534,4,,False,0.13,3.0,3,80.0,2,15.0,2,4.0,11,,5,10,4444.0,1989,1000000000.0,nan,
223,28,False,no,1476.0,,1,3,,1315.0,3,F,55,1,2, lAbORAtORy tECHNiCian ,4,Married,6674.0,16392,0,,False,0.11,3.0,1,,3,10.0,6,3.0,9,,7,5,6674.0,1995,1000000000.0,nan,True
224,31,False,no,587.0,,2,4,,1324.0,4,F,57,3,3, saLEs eXEcUTIvE ,3,,9852.0,8935,1,,True,0.19,3.0,1,,1,10.0,5,2.0,10,,9,6,9852.0,1992,1000000000.0,nan,
225,42,False,no,495.0,,2,1,Life Sciences,1334.0,3,M,,3,4, manageR ,3,,17861.0,26582,0,,True,0.13,,4,80.0,0,21.0,3,2.0,20,,2,10,17861.0,1981,1000000000.0,nan,False
226,40,False,rarely,523.0,,2,3,Life Sciences,1346.0,3,M,98,3,2, RESearCh SCieNTIst ,4,Single,,22455,1,,,0.13,3.0,3,80.0,0,9.0,4,3.0,9,,8,8,,1983,1000000000.0,nan,
227,34,False,,507.0,,15,2,Medical,1356.0,3,F,66,3,2, SALEs eXeCuTive ,1,Single,,23553,1,True,,0.12,3.0,4,,0,,6,4.0,10,,9,6,,1989,1000000000.0,nan,True
228,58,False,rarely,1055.0,,1,3,,1423.0,4,F,76,3,5, REsearCh dIRECTOr ,1,,,22456,3,True,,0.21,4.0,3,,1,,3,3.0,9,,1,5,,1965,1000000000.0,nan,False
229,31,True,frequently,1445.0,,1,5,,1459.0,3,F,100,4,3, MaNuFACTUriNG DIRector ,2,,7446.0,8931,1,True,,0.11,3.0,1,,0,,2,3.0,10,,4,7,7446.0,1992,1000000000.0,nan,True
230,40,False,no,218.0,,8,1,,,4,M,55,2,3, ResEARcH DIrEcToR ,2,,13757.0,25178,2,,False,0.11,3.0,3,,1,16.0,5,3.0,9,,4,8,13757.0,1983,1000000000.0,nan,True
231,53,False,,447.0,,2,3,Medical,1472.0,4,M,39,4,4, resEArcH DIrEcTOR ,2,Single,16598.0,19764,4,,False,0.12,3.0,2,,0,35.0,2,2.0,9,,8,8,16598.0,1970,1000000000.0,nan,
232,34,False,,829.0, Research & Development ,15,3,,1485.0,2,M,71,3,4, ResEARcH DiReCToR ,1,,,11929,7,True,,0.14,3.0,4,,2,16.0,3,2.0,14,,6,9,,1989,1000000000.0,Research & Development,True
233,35,False,rarely,1029.0,,16,3,Life Sciences,,4,F,91,2,3, HeALthCARE rePRESeNtATiVE ,2,Single,,21195,1,,False,0.19,3.0,4,,0,,3,1.0,11,,3,3,,1988,1000000000.0,nan,
234,37,False,,674.0,,13,3,,1543.0,1,M,47,3,2, RESEarCH ScIENTIsT ,4,Married,4285.0,3031,1,,,0.17,3.0,1,,0,,2,3.0,10,,3,7,4285.0,1986,1000000000.0,nan,True
235,42,False,frequently,,,2,3,,1547.0,4,M,40,3,3, HeaLthcARE RePreSeNtatiVe ,4,,10124.0,18611,2,,True,0.14,3.0,3,80.0,1,24.0,3,1.0,20,,13,9,10124.0,1981,1000000000.0,nan,
236,45,False,,538.0,,1,4,,1553.0,1,M,66,3,3, HeAlTHCare RePrEsenTatIve ,2,Divorced,,20933,1,,,0.12,3.0,1,,3,,4,3.0,10,,7,7,,1978,1000000000.0,nan,True
237,30,True,rarely,740.0,,1,3,,1562.0,2,M,64,2,2, SAleS eXecuTiVe ,1,Married,9714.0,5323,1,,False,0.11,3.0,4,,1,,4,3.0,10,,6,7,9714.0,1993,1000000000.0,nan,True
238,38,False,rarely,1245.0,,14,3,Life Sciences,1582.0,3,M,80,3,2, saLes ExeCutivE ,2,Married,9924.0,12355,0,,,0.11,3.0,4,80.0,1,10.0,3,3.0,9,,7,7,9924.0,1985,1000000000.0,nan,True
239,50,False,,1234.0,,20,5,Medical,1606.0,2,M,41,3,4, hEaLthCare repResEntaTIVe ,3,,11245.0,20689,2,,,0.15,3.0,3,80.0,1,32.0,3,3.0,30,,12,13,11245.0,1973,1000000000.0,nan,False
240,39,False,rarely,170.0,,3,2,,,3,M,76,2,2, laboratORY TEcHnicIAN ,3,,3069.0,10302,0,,,0.15,3.0,4,,1,,3,,10,,0,7,3069.0,1984,1000000000.0,nan,
241,34,False,rarely,1130.0,,3,3,,1658.0,4,F,66,3,2, RESeArCh SCIEntiSt ,2,,,19332,1,True,False,0.12,3.0,3,80.0,1,11.0,2,3.0,11,,7,9,,1989,1000000000.0,nan,
