,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,date_birth,role_departament,remote_work
175,,frequently,994.0,,8,3,,,4,m,37,3,3,sales executive,3,single,,2975,1,False,0.15,,4,0,9.0,0,3.0,9,,1,7,1996,,
176,,frequently,721.0,,1,2,,,3,f,58,3,2,laboratory technician,4,,,10781,1,,0.23,,4,0,12.0,2,,12,,3,7,1993,,
177,,,853.0,,18,5,life sciences,,2,m,71,3,3,sales executive,1,married,,11031,1,,0.22,,4,1,9.0,3,2.0,9,,1,8,1988,,
178,,rarely,427.0,research & development,1,3,medical,,1,m,,3,2,manufacturing director,4,married,6162.0,10877,1,True,0.22,,2,1,9.0,3,3.0,9,,7,8,1991,research & development,
179,,rarely,852.0,,1,1,life sciences,,4,m,55,2,2,laboratory technician,4,married,5126.0,15998,1,,0.12,,3,2,,1,,10,,3,0,1993,,
180,,,669.0,sales,9,2,medical,,3,m,64,2,3,sales executive,4,,9619.0,13596,1,False,0.16,,4,0,9.0,3,3.0,9,,4,7,1977,sales,
181,,rarely,1334.0,,4,2,,,3,f,63,2,2,sales executive,2,,,19760,1,True,0.12,,2,3,11.0,4,2.0,11,,2,7,1993,,
182,,,1093.0,,6,4,,,2,m,87,3,2,sales executive,3,single,5010.0,24301,1,False,0.16,,1,0,12.0,0,3.0,11,,5,7,1991,,
183,,rarely,,,37,5,marketing,,3,m,94,3,3,sales executive,2,married,,11439,1,,0.13,,1,2,,3,3.0,10,,0,6,1988,,
184,,,967.0,,8,3,marketing,,2,f,43,3,3,sales executive,4,single,,15589,1,,0.14,,4,0,9.0,2,3.0,9,,3,7,1991,,
185,,rarely,465.0,research & development,34,3,life sciences,,1,m,56,3,1,research scientist,3,divorced,,4609,4,False,0.12,,1,1,,2,3.0,9,,1,8,1982,research & development,
186,,rarely,989.0,,4,1,medical,,4,f,46,3,5,manager,3,,19033.0,6499,1,False,0.14,,2,1,21.0,2,3.0,20,,9,9,1983,,
187,,,1195.0,,2,2,,,1,m,65,2,4,manager,4,married,,20462,9,False,0.23,,4,1,22.0,1,3.0,20,,11,8,1978,,
188,,rarely,1045.0,,4,4,,,4,m,32,1,3,sales executive,4,married,10400.0,25812,1,False,0.11,,3,0,14.0,2,2.0,14,,9,8,1991,,
189,,no,829.0,research & development,1,1,life sciences,,3,m,88,2,3,manufacturing director,3,,,20925,1,False,0.22,,3,0,,2,3.0,11,,5,8,1993,research & development,
190,,,663.0,,11,3,,,2,m,47,3,3,research director,4,,,10056,1,,0.14,,3,3,,1,3.0,10,,0,7,1986,,
191,,,319.0,,4,4,,,1,m,41,3,1,sales representative,4,divorced,2793.0,2539,4,False,0.17,,3,1,13.0,2,3.0,9,,5,8,1986,,
192,,,1300.0,,24,2,technical degree,,1,m,62,3,2,research scientist,4,,,24447,1,False,0.17,,1,2,,3,3.0,9,,4,7,1983,,
193,,no,1105.0,,24,4,,,2,f,47,3,2,laboratory technician,2,married,5674.0,6927,7,,0.15,,3,1,11.0,3,3.0,9,,0,8,1987,,
194,,rarely,906.0,,7,3,life sciences,,4,m,91,2,2,sales executive,3,married,,16985,1,,0.14,,3,1,13.0,3,2.0,13,,4,8,1991,,
195,,,849.0,,25,2,life sciences,,1,f,81,2,3,research director,2,,,26707,3,,0.17,,3,1,,2,3.0,10,,0,1,1985,,
196,,rarely,1275.0,,28,2,,,4,f,64,3,2,research scientist,4,married,,11934,1,False,0.13,,4,2,11.0,2,3.0,10,,1,9,1993,,
197,,,1218.0,,1,1,,,2,m,52,3,5,manager,3,,19197.0,8213,1,,0.14,,3,1,21.0,3,3.0,21,,1,6,1984,,
198,,,422.0,,7,3,life sciences,,1,f,41,3,5,manager,1,,,3854,5,False,0.11,,4,0,33.0,5,1.0,29,,11,10,1963,,
199,,,1398.0,,22,4,other,,3,f,69,3,3,sales executive,1,,8412.0,2890,0,,0.11,,3,0,10.0,3,3.0,9,,7,8,1993,,
200,,rarely,1274.0,research & development,9,1,,,3,m,,3,3,manufacturing director,2,divorced,,14394,1,False,0.25,,4,1,,6,4.0,13,,0,8,1992,research & development,
201,,,1076.0,,3,3,life sciences,,1,m,70,3,1,research scientist,1,single,3348.0,3164,1,True,0.11,,1,0,,3,3.0,10,,9,7,1990,,
202,,,1207.0,,28,1,medical,,4,m,74,4,1,laboratory technician,3,married,,3297,1,True,0.11,,3,3,20.0,3,3.0,20,,3,8,1973,,
203,,,430.0,research & development,24,4,life sciences,,1,m,80,3,2,laboratory technician,4,,5309.0,21146,1,False,0.15,,4,2,10.0,2,3.0,10,,4,7,1991,research & development,
204,,,933.0,,29,3,,,2,m,98,3,2,manufacturing director,2,,,11806,1,,0.13,,4,1,10.0,3,2.0,9,,7,8,1981,,
205,,,1184.0,sales,11,3,marketing,,3,f,43,3,3,sales executive,4,married,7654.0,5860,1,False,0.18,,1,2,,3,4.0,9,,7,7,1974,sales,
206,,,,,5,1,,,3,m,42,2,3,research director,4,divorced,12808.0,8842,1,,0.16,,2,1,,3,3.0,9,,0,8,1996,,
207,,rarely,586.0,,1,3,medical,,1,m,48,4,2,sales executive,1,divorced,,21816,1,,0.22,,1,1,9.0,5,3.0,9,,0,8,1990,,
208,,,890.0,research & development,26,4,,,3,f,81,2,4,manufacturing director,4,married,,19028,3,False,0.22,,3,0,31.0,3,3.0,9,,0,0,1971,research & development,
209,,,379.0,,5,2,life sciences,,2,m,48,3,2,sales executive,2,,,8891,1,False,0.14,,4,1,10.0,3,3.0,10,,5,3,1991,,
210,,,1425.0,,14,1,life sciences,,3,m,68,3,2,healthcare representative,4,,6586.0,4821,0,,0.17,,1,1,,2,2.0,16,,4,11,1987,,
211,,no,1188.0,sales,20,2,,,4,f,45,3,2,sales executive,3,,,24406,1,,0.13,,4,1,,2,2.0,9,,0,0,1992,sales,
212,,rarely,938.0,,2,4,medical,,3,m,79,3,1,laboratory technician,3,single,2519.0,12287,4,False,0.21,,3,0,,6,3.0,11,,3,9,1987,,
213,,,1053.0,,1,2,life sciences,,4,m,70,3,4,manager,4,married,17099.0,13829,2,,0.15,,2,1,26.0,2,,9,,7,8,1971,,
214,,no,722.0,,17,3,,,4,m,38,3,4,manager,3,single,,20489,1,,0.11,,4,0,10.0,2,3.0,10,,6,0,1990,,
215,,no,248.0,,23,2,life sciences,,4,m,42,3,2,laboratory technician,1,,,14039,1,True,0.15,,3,1,9.0,2,3.0,9,,0,8,1978,,
216,,rarely,796.0,research & development,12,5,,,4,f,51,2,3,manufacturing director,4,,,15669,0,,0.11,,2,0,15.0,2,2.0,14,,7,8,1987,research & development,
217,,,174.0,,8,4,,,4,m,56,2,4,sales executive,2,,13120.0,11879,6,,0.17,,2,1,22.0,3,3.0,9,,2,3,1974,,
218,,,408.0,,23,1,,,4,f,45,2,3,sales executive,1,,,11162,1,,0.13,,1,1,11.0,3,1.0,11,,3,10,1994,,
219,,,,,6,1,,,2,f,54,3,1,laboratory technician,4,married,3131.0,26342,1,,0.13,,1,1,,5,3.0,10,,0,8,1994,,
220,,,977.0,research & development,1,3,life sciences,,4,f,56,2,2,manufacturing director,4,married,,9961,1,,0.13,,2,1,14.0,2,2.0,14,,3,11,1986,research & development,
221,,rarely,536.0,,10,5,,,4,m,82,4,3,sales executive,3,,,21708,0,,0.14,,4,2,,3,3.0,9,,0,8,1990,,
222,,frequently,135.0,,19,3,medical,,3,f,46,3,2,laboratory technician,2,divorced,4444.0,22534,4,False,0.13,,3,2,15.0,2,4.0,11,,5,10,1989,,
223,,no,1476.0,,1,3,,,3,f,55,1,2,laboratory technician,4,married,6674.0,16392,0,False,0.11,,1,3,10.0,6,3.0,9,,7,5,1995,,
224,,no,587.0,,2,4,,,4,f,57,3,3,sales executive,3,,9852.0,8935,1,True,0.19,,1,1,10.0,5,2.0,10,,9,6,1992,,
225,,no,495.0,,2,1,life sciences,,3,m,,3,4,manager,3,,17861.0,26582,0,True,0.13,,4,0,21.0,3,2.0,20,,2,10,1981,,
226,,rarely,523.0,,2,3,life sciences,,3,m,98,3,2,research scientist,4,single,,22455,1,,0.13,,3,0,9.0,4,3.0,9,,8,8,1983,,
227,,,507.0,,15,2,medical,,3,f,66,3,2,sales executive,1,single,,23553,1,,0.12,,4,0,,6,4.0,10,,9,6,1989,,
228,,rarely,1055.0,,1,3,,,4,f,76,3,5,research director,1,,,22456,3,,0.21,,3,1,,3,3.0,9,,1,5,1965,,
229,,frequently,1445.0,,1,5,,,3,f,100,4,3,manufacturing director,2,,7446.0,8931,1,,0.11,,1,0,,2,3.0,10,,4,7,1992,,
230,,no,218.0,,8,1,,,4,m,55,2,3,research director,2,,13757.0,25178,2,False,0.11,,3,1,16.0,5,3.0,9,,4,8,1983,,
231,,,447.0,,2,3,medical,,4,m,39,4,4,research director,2,single,16598.0,19764,4,False,0.12,,2,0,35.0,2,2.0,9,,8,8,1970,,
232,,,829.0,research & development,15,3,,,2,m,71,3,4,research director,1,,,11929,7,,0.14,,4,2,16.0,3,2.0,14,,6,9,1989,research & development,
233,,rarely,1029.0,,16,3,life sciences,,4,f,91,2,3,healthcare representative,2,single,,21195,1,False,0.19,,4,0,,3,1.0,11,,3,3,1988,,
234,,,674.0,,13,3,,,1,m,47,3,2,research scientist,4,married,4285.0,3031,1,,0.17,,1,0,,2,3.0,10,,3,7,1986,,
235,,frequently,,,2,3,,,4,m,40,3,3,healthcare representative,4,,10124.0,18611,2,True,0.14,,3,1,24.0,3,1.0,20,,13,9,1981,,
236,,,538.0,,1,4,,,1,m,66,3,3,healthcare representative,2,divorced,,20933,1,,0.12,,1,3,,4,3.0,10,,7,7,1978,,
237,,rarely,740.0,,1,3,,,2,m,64,2,2,sales executive,1,married,9714.0,5323,1,False,0.11,,4,1,,4,3.0,10,,6,7,1993,,
238,,rarely,1245.0,,14,3,life sciences,,3,m,80,3,2,sales executive,2,married,9924.0,12355,0,,0.11,,4,1,10.0,3,3.0,9,,7,7,1985,,
239,,,1234.0,,20,5,medical,,2,m,41,3,4,healthcare representative,3,,11245.0,20689,2,,0.15,,3,1,32.0,3,3.0,30,,12,13,1973,,
240,,rarely,170.0,,3,2,,,3,m,76,2,2,laboratory technician,3,,3069.0,10302,0,,0.15,,4,1,,3,,10,,0,7,1984,,
241,,rarely,1130.0,,3,3,,,4,f,66,3,2,research scientist,2,,,19332,1,False,0.12,,3,1,11.0,2,3.0,11,,7,9,1989,,
242,,rarely,584.0,research & development,22,5,,,2,f,91,3,4,manager,3,,,18685,3,,0.25,,3,1,36.0,6,3.0,10,,4,7,1969,research & development,
243,,rarely,918.0,,6,3,marketing,,4,m,35,3,3,sales executive,3,,9241.0,15869,1,False,0.12,,2,0,,3,3.0,10,,8,7,1982,,
244,,,792.0,,1,3,life sciences,,4,m,77,3,2,laboratory technician,4,married,6472.0,8989,1,,0.15,,4,1,,2,3.0,9,,5,8,1984,,
245,,rarely,611.0,,7,4,,,2,m,88,3,5,manager,2,,,4349,1,False,0.14,,2,0,,3,2.0,21,,12,8,1983,,
246,,,,,4,3,technical degree,,4,m,90,3,2,research scientist,2,,3055.0,6194,5,False,0.15,,4,2,11.0,2,2.0,9,,1,7,1990,,
247,,,1383.0,,10,3,life sciences,,4,m,90,3,3,healthcare representative,1,,8321.0,25949,7,,0.13,,4,1,15.0,1,3.0,12,,5,7,1987,,
248,,,867.0,,8,4,life sciences,,4,m,90,4,1,research scientist,1,married,3143.0,6076,6,False,0.19,,2,1,14.0,1,3.0,10,,7,6,1990,,
249,,rarely,,,8,2,,,2,m,92,4,2,sales executive,3,,,22128,1,False,0.21,,3,2,10.0,5,3.0,10,,4,8,1989,,
250,,frequently,574.0,research & development,46,1,medical,,4,m,40,3,1,laboratory technician,4,married,,7003,1,False,0.13,,2,0,,3,4.0,11,,3,10,1994,research & development,
251,,rarely,706.0,,2,2,life sciences,,4,m,82,3,3,manufacturing director,4,divorced,8578.0,19989,3,,0.14,,3,1,12.0,4,2.0,9,,4,7,1977,,
252,,rarely,728.0,,23,1,medical,,2,f,36,2,2,sales representative,3,married,,7018,1,False,0.21,,4,1,,5,3.0,9,,5,8,1996,,
253,,,311.0,,36,3,life sciences,,2,m,89,3,2,laboratory technician,3,divorced,4197.0,18624,1,False,0.11,,1,1,10.0,2,3.0,10,,0,2,1992,,
254,,rarely,556.0,research & development,25,2,life sciences,,2,f,93,2,2,manufacturing director,4,,,23888,0,False,0.13,,4,2,10.0,2,2.0,9,,3,8,1978,research & development,
255,,rarely,937.0,,1,3,marketing,,1,m,32,3,3,sales executive,4,,9888.0,6770,1,False,0.21,,1,0,14.0,3,2.0,14,,2,1,1989,,
256,,,1125.0,research & development,1,3,life sciences,,4,m,48,1,2,research scientist,1,married,,5771,1,,0.21,,2,0,10.0,6,3.0,10,,8,7,1992,research & development,
257,,,1224.0,,7,4,,,3,f,55,3,2,sales executive,4,,,13586,1,True,0.11,,4,0,10.0,2,3.0,10,,0,9,1988,,
258,,rarely,119.0,,15,4,marketing,,2,m,77,3,4,sales executive,1,single,13341.0,25098,0,False,0.12,,1,0,21.0,3,3.0,20,,11,10,1984,,
259,,rarely,444.0,,2,2,marketing,,2,f,92,3,2,sales executive,2,married,5677.0,4258,3,False,0.14,,3,1,,4,3.0,11,,5,10,1983,,
260,,rarely,911.0,,1,2,medical,,4,m,76,3,1,laboratory technician,2,married,,4077,1,False,0.13,,3,0,12.0,6,2.0,12,,1,7,1993,,
261,,,,research & development,1,1,,,3,f,98,3,3,research director,2,married,,17231,0,False,0.18,,1,2,14.0,3,1.0,13,,5,12,1976,research & development,
262,,no,585.0,,29,4,,,1,m,,3,1,sales representative,4,divorced,,19788,2,,0.15,,2,2,16.0,3,,9,,0,0,1971,,
263,,frequently,,,8,1,,,3,m,61,2,2,research scientist,2,married,,24907,1,False,0.23,,4,1,10.0,3,3.0,10,,1,7,1974,,
264,,frequently,1392.0,,19,4,life sciences,,19,f,56,3,1,research scientist,3,marreid,2909.0,23159,1,,0.11,,3,0,,3,3.0,8,,3,0,1990,,
265,,,1005.0,,2,2,life sciences,,4,m,79,3,1,laboratory technician,4,,,11864,0,,0.13,,3,0,8.0,2,2.0,7,,3,6,1991,,
266,,frequently,,research & development,23,3,,,4,m,44,2,3,manufacturing director,3,,9526.0,8787,0,False,0.21,,2,0,,2,3.0,9,,1,8,1985,research & development,
267,,rarely,1299.0,research & development,27,3,medical,,3,m,94,3,2,healthcare representative,3,,,16577,6,,0.13,,2,2,17.0,3,2.0,7,,7,7,1987,research & development,
268,,,,,8,4,,,3,m,48,3,2,sales executive,2,,6825.0,21173,0,,0.11,,4,1,10.0,2,3.0,9,,4,2,1981,,
269,,,655.0,research & development,7,4,life sciences,,4,m,48,3,2,laboratory technician,4,divorced,,9528,3,False,0.22,,4,1,,3,2.0,7,,1,7,1992,research & development,
270,,rarely,746.0,,8,4,,,3,f,61,3,2,manufacturing director,4,single,4424.0,20682,1,False,0.23,,4,0,11.0,2,3.0,11,,1,8,1992,,
271,,,632.0,,21,4,marketing,,3,m,71,3,2,sales executive,4,,5441.0,8423,0,,0.22,,4,0,11.0,2,1.0,10,,1,0,1972,,
272,,frequently,658.0,,7,3,,,1,m,66,1,2,laboratory technician,3,,6074.0,22887,1,True,0.24,,4,0,9.0,3,,9,,0,6,1989,,
273,,,1467.0,,11,2,technical degree,,2,f,92,3,3,sales executive,4,,,22952,0,False,0.14,,3,1,10.0,6,3.0,9,,2,8,1987,,
274,,frequently,1312.0,,23,3,,,1,m,96,1,1,research scientist,3,divorced,,22310,1,False,0.25,,3,3,,2,2.0,10,,0,9,1993,,
275,,no,750.0,,12,2,,,12,m,95,3,2,sales executive,2,marreid,6146.0,15480,0,,0.13,,1,1,,2,4.0,7,7.0,0,7,1990,,
276,,,249.0,,6,4,life sciences,,2,m,76,1,2,sales executive,3,married,6172.0,20739,4,,0.18,,2,0,,3,2.0,7,,7,7,1992,,
277,,rarely,802.0,,23,1,,,3,m,96,3,3,sales executive,3,divorced,,21196,3,True,0.13,,3,1,,2,3.0,9,,0,7,1982,,
278,,rarely,1355.0,,25,1,,,3,f,61,3,1,human resources,3,,,8916,1,,0.23,,4,1,8.0,3,3.0,8,,5,7,1997,,
279,,,689.0,,9,2,,,4,m,35,1,2,sales executive,4,divorced,4668.0,22812,0,False,0.17,,4,3,,2,4.0,8,,0,7,1991,,
280,,frequently,1395.0,,26,3,,,2,f,54,3,2,research scientist,2,divorced,5605.0,8504,1,False,0.11,,1,1,20.0,2,3.0,20,,2,13,1983,,
281,,rarely,1436.0,sales,6,2,marketing,,2,m,34,3,2,sales representative,3,,,16047,2,True,0.2,,4,1,13.0,3,1.0,7,,4,5,1970,sales,
282,,no,1496.0,research & development,1,1,technical degree,,4,m,41,3,2,manufacturing director,3,married,4319.0,26283,1,,0.13,,1,1,10.0,1,3.0,10,,0,9,1994,research & development,
283,,frequently,1480.0,research & development,3,2,,,4,m,30,3,1,laboratory technician,2,,,15062,4,False,0.12,,3,0,13.0,3,2.0,8,,7,2,1987,research & development,
284,,rarely,,research & development,14,3,,,4,f,,3,1,research scientist,2,,,4673,1,,0.13,,4,1,8.0,5,3.0,8,,1,6,1990,research & development,
285,,rarely,313.0,,3,3,,,4,f,98,3,4,healthcare representative,2,single,,7192,3,,0.18,,3,0,,6,3.0,7,,1,0,1972,,
286,,rarely,894.0,,9,3,medical,,4,f,99,3,1,research scientist,2,single,,11781,1,False,0.16,,4,0,,2,2.0,7,,0,3,1996,,
287,,,290.0,,21,3,life sciences,,2,m,65,4,1,research scientist,1,,3564.0,22977,1,True,0.12,,1,1,,3,2.0,8,,1,7,1986,,
288,,,1084.0,,29,3,,,4,m,54,3,2,manufacturing director,4,married,6261.0,4185,3,False,0.18,,1,1,9.0,3,1.0,7,,1,7,1985,,
289,,no,1002.0,,18,4,,,4,m,92,3,2,manufacturing director,4,divorced,6804.0,23793,1,True,0.15,,1,2,7.0,0,3.0,7,,1,7,1974,,
290,,,1242.0,,20,3,life sciences,,4,f,90,3,2,sales executive,3,single,,12916,1,,0.14,,4,0,7.0,2,3.0,7,,0,7,1996,,
291,,,1052.0,sales,6,3,medical,,4,f,57,2,3,sales executive,4,single,,16840,6,,0.12,,4,0,23.0,2,3.0,19,,12,8,1978,sales,
292,,,944.0,,1,3,,,3,f,92,3,3,sales executive,3,single,,9096,1,False,0.14,,1,0,10.0,3,4.0,10,,0,8,1988,,
293,,rarely,465.0,,2,2,,,1,f,39,3,1,laboratory technician,1,,,21509,7,False,0.2,,1,0,13.0,3,4.0,9,,1,7,1990,,
294,,,771.0,,2,4,life sciences,,1,m,79,2,5,manager,3,,,21030,1,True,0.18,,4,0,33.0,2,4.0,33,,15,12,1971,,
295,,,1416.0,research & development,2,2,medical,,1,m,49,3,5,research director,3,,19436.0,5949,0,False,0.19,,4,1,,5,3.0,21,,3,9,1983,research & development,
296,,no,1327.0,sales,2,2,life sciences,,4,m,39,2,2,sales executive,4,,,19682,3,False,0.18,,4,1,13.0,0,3.0,8,,7,5,1985,sales,
297,,,488.0,,27,3,,,27,f,75,1,4,manager,2,marreid,,14977,3,True,0.12,,2,1,28.0,2,2.0,7,,7,7,1977,,
298,,rarely,1385.0,,20,2,medical,,3,m,79,3,4,healthcare representative,4,married,,7501,0,True,0.14,,2,0,21.0,2,3.0,20,,4,10,1978,,
299,,no,666.0,,10,4,life sciences,,1,m,88,3,3,manager,2,married,,10268,1,,0.12,,4,1,,2,2.0,10,,9,9,1976,,
300,,,1315.0,,22,3,life sciences,,2,f,71,4,3,manager,2,divorced,,19100,7,,0.18,,2,1,10.0,6,2.0,7,,6,2,1988,,
301,,frequently,442.0,,2,2,,,2,m,44,3,2,sales executive,4,single,,20260,1,,0.18,,1,0,,3,,10,,0,9,1994,,
302,,rarely,147.0,research & development,20,2,technical degree,,2,m,37,3,2,laboratory technician,4,married,,15972,3,,0.19,,4,1,12.0,4,3.0,10,,0,8,1968,research & development,
303,,rarely,950.0,,45,4,,,4,m,48,2,2,sales executive,4,single,5828.0,8450,1,,0.12,,2,0,,0,,8,,7,4,1997,,
304,,rarely,218.0,,7,3,technical degree,,2,m,100,4,2,sales executive,4,,,12241,4,,0.11,,2,1,10.0,3,2.0,8,,7,7,1992,,
305,,frequently,,,10,4,life sciences,,3,f,33,3,1,laboratory technician,4,,2455.0,10675,0,False,0.19,,1,0,,5,3.0,8,,1,7,1980,,
306,,rarely,691.0,,13,3,marketing,,4,m,73,3,2,sales executive,4,,,7143,4,,0.12,,4,3,13.0,3,3.0,7,,1,7,1992,,
307,,,1018.0,,2,4,medical,,1,f,74,4,2,research scientist,4,single,5055.0,10557,7,,0.16,,3,0,,0,2.0,7,,0,7,1991,,
308,,,,,10,3,,,2,m,46,2,2,sales executive,4,,4682.0,4317,3,False,0.14,,3,0,,6,2.0,7,,0,1,1990,,
309,,frequently,559.0,research & development,10,4,life sciences,,3,f,82,2,2,laboratory technician,3,divorced,5257.0,6227,1,False,0.11,,2,1,9.0,3,4.0,9,,0,0,1980,research & development,
310,,rarely,318.0,,8,4,,,2,m,77,1,1,laboratory technician,1,,2119.0,4759,1,,0.11,,4,0,7.0,4,2.0,7,,0,7,1994,,
311,,,1130.0,sales,8,4,,,2,f,56,3,2,sales executive,2,,,3415,1,False,0.18,,1,1,8.0,3,3.0,8,,0,7,1996,sales,
312,,rarely,144.0,,10,1,,,4,f,39,2,2,sales executive,2,divorced,,11866,1,True,0.14,,1,2,7.0,2,3.0,7,,1,7,1994,,
313,,,1319.0,,6,3,medical,,3,m,51,4,2,research scientist,1,divorced,5974.0,17001,4,,0.13,,1,2,13.0,2,3.0,7,,6,7,1986,,
314,,rarely,933.0,,1,3,,,3,m,57,3,2,sales executive,3,,,20156,1,,0.17,,2,1,,3,3.0,8,,7,7,1997,,
315,,rarely,1171.0,,10,4,life sciences,,4,f,46,4,1,laboratory technician,3,married,,22495,3,True,0.13,,3,1,,3,3.0,7,,1,7,1983,,
316,,,143.0,,4,3,,,1,m,56,3,2,sales executive,2,,,9558,1,False,0.18,,3,0,8.0,5,3.0,8,,7,7,1982,,
317,,rarely,1178.0,,14,2,,,3,f,87,3,2,sales executive,4,,,14862,4,False,0.11,,3,1,18.0,2,2.0,7,,0,7,1972,,
318,,,1107.0,,14,3,,,4,f,95,3,1,laboratory technician,1,,3034.0,26914,1,False,0.12,,3,1,,2,2.0,18,,12,17,1986,,
319,,,906.0,,6,3,life sciences,,3,f,86,4,4,sales executive,1,married,13212.0,18256,9,False,0.11,,4,3,36.0,0,2.0,7,,7,7,1967,,
320,,rarely,645.0,sales,1,3,marketing,,2,m,49,4,3,sales executive,1,married,8392.0,19566,1,,0.16,,3,1,10.0,2,3.0,10,,0,7,1982,sales,
321,,,1485.0,,18,3,medical,,3,f,87,3,2,manufacturing director,3,,,26314,2,False,0.14,,3,1,19.0,5,2.0,10,,0,8,1977,,
322,,no,1116.0,,2,3,,,3,f,49,3,1,laboratory technician,4,single,,7181,0,,0.14,,3,0,12.0,2,2.0,11,,6,7,1993,,
323,,rarely,1276.0,,16,3,life sciences,,4,m,72,3,3,healthcare representative,3,,,14295,4,True,0.12,,3,0,10.0,2,3.0,8,,0,0,1988,,
324,,rarely,163.0,,2,5,,,2,f,37,3,2,sales executive,4,married,4051.0,19658,2,False,0.14,,1,1,14.0,2,3.0,9,,6,7,1975,,
325,,rarely,561.0,,2,3,other,,4,m,61,3,2,sales executive,2,,4805.0,16177,0,False,0.19,,2,1,,3,4.0,8,,3,7,1978,,
326,,frequently,426.0,,17,4,life sciences,,2,f,58,3,1,human resources,3,,2741.0,22808,0,True,0.11,,2,1,8.0,2,,7,,1,0,1997,,
327,,,509.0,,2,4,other,,1,f,62,2,2,healthcare representative,3,single,,2112,2,True,0.17,,1,0,10.0,3,3.0,8,,0,7,1982,,
328,,,258.0,,21,4,,,4,m,74,4,2,sales executive,4,single,5337.0,19921,1,,0.12,,4,0,10.0,3,3.0,10,,5,7,1989,,
329,,rarely,525.0,,6,4,medical,,1,m,66,4,2,sales executive,4,divorced,,6219,4,False,0.22,,4,2,13.0,4,4.0,7,,5,7,1992,,
330,,frequently,,,9,5,,,4,m,72,3,2,laboratory technician,3,divorced,,19627,3,,0.13,,2,1,10.0,3,3.0,8,,4,7,1980,,
331,,,238.0,sales,1,1,,,4,f,34,3,2,sales executive,1,single,,7507,7,,0.2,,4,0,18.0,2,4.0,14,,8,10,1970,sales,
332,,rarely,482.0,,3,3,other,,3,m,36,3,3,manufacturing director,3,married,9434.0,9606,1,False,0.15,,3,1,,2,3.0,10,,7,8,1986,,
333,,,397.0,,19,4,,,3,m,88,3,3,human resources,2,,,6729,2,,0.15,,3,1,16.0,1,4.0,9,,7,1,1969,,
334,,rarely,243.0,sales,7,4,marketing,,4,f,46,2,2,sales executive,4,,,7791,0,False,0.2,,1,0,,2,3.0,7,,0,5,1985,sales,
335,,,806.0,research & development,1,4,life sciences,,2,m,76,1,1,research scientist,4,divorced,,18959,1,,0.18,,4,1,10.0,5,3.0,10,,2,8,1994,research & development,
336,,,1442.0,,9,3,medical,,4,f,46,2,3,healthcare representative,2,,,17654,1,,0.14,,2,0,9.0,3,4.0,8,,7,7,1989,,
337,,,408.0,,2,4,technical degree,,4,f,80,2,2,healthcare representative,3,single,,20978,1,False,0.11,,1,0,20.0,4,3.0,20,7.0,11,10,1984,,
338,,,929.0,,10,3,marketing,,4,m,55,3,2,sales executive,4,,5396.0,21703,1,,0.12,,4,0,10.0,2,2.0,10,,0,8,1991,,
339,,rarely,827.0,,1,4,life sciences,,2,f,33,4,2,healthcare representative,4,,,19383,0,,0.13,,3,0,10.0,4,,9,,1,8,1985,,
340,,rarely,,,1,2,life sciences,,3,f,,3,3,manufacturing director,1,married,,6009,1,,0.11,,4,0,9.0,3,3.0,9,,0,7,1996,,
341,,rarely,1018.0,,3,2,life sciences,,3,f,39,3,3,research director,4,single,11159.0,19373,3,,0.15,,4,0,10.0,6,3.0,7,,7,7,1991,,
342,,,703.0,,35,4,marketing,,4,m,42,3,2,sales executive,1,single,4960.0,11825,2,,0.12,,4,0,20.0,2,3.0,7,,1,7,1976,,
343,,frequently,294.0,,10,2,,,4,m,32,3,3,manufacturing director,1,,8793.0,4809,1,False,0.21,,3,2,9.0,4,2.0,9,,1,7,1996,,
344,,,314.0,,1,3,,,4,m,59,2,5,manager,3,,19189.0,19562,1,False,0.12,,2,1,22.0,3,3.0,22,,2,10,1982,,
345,,,654.0,research & development,35,2,,,35,f,67,1,1,research scientist,2,,2216.0,3872,7,True,0.13,,4,0,10.0,4,3.0,7,,3,7,1995,research & development,
346,,,427.0,research & development,8,3,,,1,f,63,4,3,research director,1,married,11713.0,20335,9,,0.14,,1,1,10.0,2,3.0,8,,0,5,1987,research & development,
347,,,501.0,,27,5,marketing,,3,m,99,3,2,sales executive,4,divorced,5304.0,25275,7,False,0.23,,4,1,10.0,2,2.0,8,,7,7,1993,,
348,,rarely,,,9,3,,,3,m,81,3,4,healthcare representative,4,married,11103.0,20420,7,False,0.11,,3,0,30.0,1,2.0,10,,1,1,1967,,
349,,rarely,954.0,,2,2,,,2,m,46,1,2,sales representative,3,single,6632.0,12388,0,False,0.13,,1,0,9.0,3,3.0,8,,3,1,1978,,
350,,no,1434.0,,8,4,,,1,m,76,2,3,sales executive,1,single,7587.0,14229,1,,0.15,,2,0,10.0,1,3.0,10,,0,9,1987,,
