,Unnamed: 0,employee_number,department,job_role,job_level,job_involvement,years_at_company,years_since_last_promotion,years_with_current_manager,training_times_last_year,remote_work,performance_rating,attrition,marital_status,distance_from_home,education,education_field,total_working_years,num_companies_worked
1181,69,2138,,healthcare representative,2,3,14,4,11,2,,3.0,False,single,2,4,,14.0,1
1182,70,2139,research & development,healthcare representative,2,3,14,2,9,5,,3.0,False,,8,4,,,1
1183,71,2140,,research director,3,2,14,1,11,3,False,3.0,False,,17,5,life sciences,,5
1184,75,2144,,manufacturing director,3,2,22,14,10,4,True,,False,divorced,4,3,life sciences,,8
1185,81,2150,,healthcare representative,3,3,40,15,6,3,True,3.0,True,married,23,4,medical,40.0,1
1186,83,2152,,sales executive,3,3,11,4,1,5,,3.0,False,married,1,1,,11.0,1
1187,85,2154,,manager,4,3,22,0,4,2,True,3.0,False,,10,4,,,1
1188,86,2155,research & development,healthcare representative,3,4,18,3,7,5,False,,False,,1,3,,19.0,0
1189,87,2156,,research director,3,2,11,2,9,3,True,3.0,False,,15,2,life sciences,,0
1190,88,2157,,research director,4,2,25,3,9,3,,3.0,False,,12,3,,,1
1191,92,2161,,manufacturing director,2,4,19,2,7,3,True,3.0,False,,16,4,,20.0,1
1192,94,2163,,healthcare representative,3,3,11,11,1,6,True,4.0,False,married,20,4,,14.0,4
1193,97,2166,,research scientist,1,3,11,0,7,2,False,3.0,False,married,3,3,,12.0,1
1194,99,2168,,manager,5,3,29,11,10,5,False,,False,,27,3,,,4
1195,104,2173,,research director,5,2,22,12,9,3,False,3.0,False,,10,3,,29.0,4
1196,108,2177,,healthcare representative,3,2,10,9,5,5,False,3.0,False,married,1,3,medical,21.0,2
1197,114,2183,,research director,3,2,10,4,7,5,False,3.0,False,married,8,4,life sciences,16.0,5
1198,117,2186,,laboratory technician,3,3,24,9,11,2,True,3.0,False,,7,3,life sciences,24.0,1
1199,119,2188,,manufacturing director,3,2,10,8,9,2,False,4.0,False,married,7,2,,10.0,1
1200,123,2192,,manufacturing director,3,3,11,4,10,2,False,3.0,False,,7,4,medical,11.0,1
1201,128,2197,,manufacturing director,3,3,10,5,8,5,False,4.0,False,married,24,3,medical,10.0,1
1202,139,2208,,manufacturing director,2,3,11,0,9,0,False,4.0,False,single,18,4,,18.0,2
1203,142,2211,research & development,research scientist,1,3,11,5,7,2,True,4.0,False,,1,3,medical,12.0,0
1204,143,2212,,research director,4,3,10,0,9,2,True,3.0,False,married,3,3,life sciences,36.0,3
1205,148,2217,human resources,human resources,2,2,10,1,8,5,True,3.0,False,,11,3,life sciences,14.0,4
1206,153,2222,,manufacturing director,3,3,10,0,8,2,True,3.0,False,single,4,3,life sciences,11.0,1
1207,157,2226,,research scientist,2,4,12,2,8,2,,4.0,False,married,1,2,life sciences,13.0,0
1208,166,2235,,manager,4,3,16,14,14,0,True,4.0,False,divorced,2,3,medical,37.0,4
1209,167,2236,sales,sales executive,2,2,10,1,7,4,False,3.0,False,married,14,4,,10.0,1
1210,169,2238,,manager,5,4,10,1,4,0,True,3.0,False,married,26,4,human resources,35.0,4
1211,174,2243,,manager,4,2,25,3,7,3,True,3.0,False,married,2,4,life sciences,,2
1212,175,2244,,sales executive,3,3,9,1,7,0,False,3.0,False,single,8,3,,9.0,1
1213,177,2246,,sales executive,3,3,9,1,8,3,,4.0,False,married,18,5,life sciences,9.0,1
1214,183,2252,,sales executive,3,3,10,0,6,3,False,3.0,False,married,37,5,marketing,,1
1215,191,2260,,sales representative,1,3,9,5,8,2,False,3.0,False,divorced,4,4,,13.0,4
1216,193,2262,,laboratory technician,2,3,9,0,8,3,,3.0,False,married,24,4,,11.0,7
1217,207,2276,,sales executive,2,4,9,0,8,5,True,,False,divorced,1,3,medical,9.0,1
1218,211,2280,sales,sales executive,2,3,9,0,0,2,False,3.0,False,,20,2,,,1
1219,212,2281,,laboratory technician,1,3,11,3,9,6,,4.0,False,single,2,4,medical,,4
1220,218,2287,,sales executive,3,2,11,3,10,3,,,True,,23,1,,11.0,1
1221,221,2290,,sales executive,3,4,9,0,8,3,True,3.0,False,,10,5,,,0
1222,222,2291,,laboratory technician,2,3,11,5,10,2,,3.0,False,divorced,19,3,medical,15.0,4
1223,230,2299,,research director,3,2,9,4,8,5,True,3.0,False,,8,1,,16.0,2
1224,233,2302,,healthcare representative,3,2,11,3,3,3,,3.0,False,single,16,3,life sciences,,1
1225,240,2309,,laboratory technician,2,2,10,0,7,3,,3.0,False,,3,2,,,0
1226,243,2312,,sales executive,3,3,10,8,7,3,False,3.0,False,,6,3,marketing,,1
1227,245,2314,,manager,5,3,21,12,8,3,False,3.0,False,,7,4,,,1
1228,246,2315,,research scientist,2,3,9,1,7,2,True,,False,,4,3,technical degree,11.0,5
1229,248,2317,,research scientist,1,4,10,7,6,1,,3.0,False,married,8,4,life sciences,14.0,6
1230,250,2319,research & development,laboratory technician,1,3,11,3,10,3,False,,False,married,46,1,medical,,1
1231,256,2325,research & development,research scientist,2,1,10,8,7,6,True,,False,married,1,3,life sciences,10.0,1
1232,260,2329,,laboratory technician,1,3,12,1,7,6,False,3.0,False,married,1,2,medical,12.0,1
1233,262,2331,,sales representative,1,3,9,0,0,3,True,3.0,False,divorced,29,4,,16.0,2
1234,265,2334,,laboratory technician,1,3,7,3,6,2,True,3.0,False,,2,2,life sciences,8.0,0
1235,266,2335,research & development,manufacturing director,3,2,9,1,8,2,True,4.0,False,,23,3,,,0
1236,267,2336,research & development,healthcare representative,2,3,7,7,7,3,True,3.0,False,,27,3,medical,17.0,6
1237,282,2351,research & development,manufacturing director,2,3,10,0,9,1,False,3.0,False,married,1,1,technical degree,10.0,1
1238,283,2352,research & development,laboratory technician,1,3,8,7,2,3,,,False,,3,2,,13.0,4
1239,288,2357,,manufacturing director,2,3,7,1,7,3,True,3.0,False,married,29,3,,9.0,3
1240,293,2362,,laboratory technician,1,3,9,1,7,3,,,True,,2,2,,13.0,7
1241,295,2364,research & development,research director,5,3,21,3,9,5,,3.0,False,,2,2,medical,,0
1242,298,2367,,healthcare representative,4,3,20,4,10,2,True,3.0,False,married,20,2,medical,21.0,0
1243,307,2376,,research scientist,2,4,7,0,7,0,,3.0,False,single,2,4,medical,,7
1244,312,2381,,sales executive,2,2,7,1,7,2,False,3.0,False,divorced,10,1,,7.0,1
1245,313,2382,,research scientist,2,4,7,6,7,2,False,3.0,False,divorced,6,3,medical,13.0,4
1246,318,2387,,laboratory technician,1,3,18,12,17,2,False,3.0,False,,14,3,,,1
1247,319,2388,,sales executive,4,4,7,7,7,0,,3.0,False,married,6,3,life sciences,36.0,9
1248,321,2390,,manufacturing director,2,3,10,0,8,5,False,3.0,False,,18,3,medical,19.0,2
1249,322,2391,,laboratory technician,1,3,11,6,7,2,False,3.0,False,single,2,3,,12.0,0
1250,325,2394,,sales executive,2,3,8,3,7,3,,3.0,False,,2,3,other,,0
1251,332,2401,,manufacturing director,3,3,10,7,8,2,True,,False,married,3,3,other,,1
1252,333,2402,,human resources,3,3,9,7,1,1,,,False,,19,4,,16.0,2
1253,334,2403,sales,sales executive,2,2,7,0,5,2,True,,False,,7,4,marketing,,0
1254,341,2410,,research director,3,3,7,7,7,6,False,3.0,False,single,3,2,life sciences,10.0,3
1255,345,2414,research & development,research scientist,1,1,7,3,7,4,True,3.0,True,,35,2,,10.0,7
1256,353,2422,,healthcare representative,2,4,8,3,7,2,True,4.0,False,,13,2,medical,8.0,1
1257,356,2425,,research scientist,1,4,10,0,7,3,True,4.0,False,married,23,2,,10.0,1
1258,358,2427,sales,sales executive,2,3,8,7,5,2,True,4.0,False,,2,4,,8.0,1
1259,359,2428,,research scientist,1,2,8,1,7,2,True,3.0,True,married,5,2,medical,8.0,1
1260,364,2433,,healthcare representative,2,3,9,8,5,2,False,3.0,False,,12,3,medical,10.0,0
1261,368,2437,,sales executive,3,4,8,0,7,3,False,3.0,False,single,2,5,,9.0,0
1262,370,2439,,manufacturing director,3,3,8,0,7,3,False,3.0,False,,7,2,medical,,6
1263,375,2444,sales,sales executive,2,3,18,0,13,3,,3.0,False,married,1,3,life sciences,,0
1264,378,2447,,sales executive,2,3,7,7,5,3,False,3.0,False,married,26,3,,8.0,1
1265,386,2455,,manufacturing director,3,3,9,1,7,3,,3.0,False,,12,3,,,0
1266,388,2457,research & development,healthcare representative,4,3,18,11,5,4,False,3.0,True,,2,3,life sciences,21.0,7
1267,390,2459,,manufacturing director,2,2,10,1,2,2,True,3.0,False,married,8,1,medical,10.0,1
1268,391,2460,,research director,3,3,18,2,13,3,False,3.0,False,,32,4,,20.0,9
1269,397,2466,research & development,laboratory technician,1,1,7,1,7,4,True,3.0,False,divorced,6,4,life sciences,,1
1270,399,2468,,sales executive,2,4,11,1,9,3,,3.0,False,divorced,29,4,,12.0,0
1271,402,2471,,research scientist,1,3,9,6,8,3,True,3.0,False,,14,3,,,1
1272,408,2477,research & development,laboratory technician,1,3,7,7,7,2,True,3.0,True,divorced,7,3,technical degree,10.0,3
1273,409,2478,,sales executive,2,4,10,0,8,4,False,3.0,False,married,8,3,,,1
1274,410,2479,,healthcare representative,3,3,7,1,7,0,,3.0,False,married,10,4,technical degree,,3
1275,411,2480,sales,sales executive,3,3,8,7,7,2,True,3.0,True,single,5,3,,,9
1276,417,2486,,sales executive,4,4,19,3,8,2,,3.0,True,,13,4,,,6
1277,425,2494,,laboratory technician,2,3,8,0,7,2,True,3.0,False,,9,4,other,11.0,3
1278,426,2495,,sales executive,3,3,13,9,9,5,,,False,divorced,8,2,,13.0,1
1279,433,2502,human resources,manager,4,3,21,7,7,2,True,4.0,False,single,6,2,,21.0,1
1280,434,2503,sales,sales executive,2,3,8,7,7,2,True,3.0,False,divorced,16,4,life sciences,18.0,8
1281,440,2509,research & development,manufacturing director,2,3,7,7,7,3,False,3.0,False,,10,5,medical,,2
1282,445,2514,,manager,4,3,8,0,0,2,,3.0,False,single,1,3,,23.0,4
1283,449,2518,,sales representative,2,3,13,6,7,2,True,,False,single,2,4,,17.0,3
1284,457,2526,,sales executive,2,2,12,5,7,3,True,3.0,False,,29,4,marketing,,1
1285,462,2531,,sales executive,2,3,8,5,7,3,False,4.0,False,married,2,4,,10.0,4
1286,465,2534,research & development,manager,4,3,19,11,16,3,,3.0,False,,1,4,,22.0,2
1287,468,2537,,laboratory technician,1,4,7,7,7,3,,3.0,False,married,6,3,other,8.0,0
1288,475,2544,,healthcare representative,2,3,9,2,8,2,True,,False,divorced,7,2,life sciences,9.0,1
1289,480,2549,,sales executive,3,2,9,3,4,2,True,3.0,False,married,46,3,,10.0,0
1290,483,2552,,sales executive,2,3,10,1,9,1,True,3.0,False,married,10,2,,10.0,1
1291,486,2555,,healthcare representative,3,2,22,5,17,4,,,False,married,7,4,medical,24.0,3
1292,493,2562,,manager,3,3,7,7,7,2,,3.0,True,married,15,1,medical,15.0,7
1293,494,2563,,manufacturing director,4,3,20,5,13,3,False,3.0,False,single,6,3,life sciences,22.0,7
1294,497,2566,,manager,4,2,34,1,16,3,True,3.0,False,,3,4,marketing,,1
1295,503,2572,,manufacturing director,3,3,21,2,8,2,False,3.0,False,single,22,3,medical,,1
1296,505,2574,human resources,human resources,3,2,20,3,6,1,True,,True,married,1,2,medical,24.0,9
1297,509,2578,human resources,human resources,1,3,7,5,7,3,,3.0,False,,1,2,life sciences,10.0,6
1298,514,2583,,manager,5,2,36,2,13,3,True,4.0,False,,23,5,marketing,36.0,1
1299,518,2587,,sales executive,3,3,10,0,3,5,False,3.0,False,,2,3,,,4
1300,524,2593,,manufacturing director,2,2,7,0,7,2,False,3.0,False,divorced,1,4,,,1
1301,526,2595,,research scientist,1,3,6,0,3,2,True,3.0,False,single,29,3,,9.0,5
1302,532,2601,,manufacturing director,3,3,6,1,2,3,True,3.0,False,single,47,3,,,4
1303,534,2603,,manufacturing director,2,3,6,4,3,2,False,3.0,False,married,1,4,life sciences,8.0,6
1304,535,2604,,research scientist,1,4,6,1,4,3,True,3.0,False,,23,3,medical,,1
1305,540,2609,sales,sales executive,2,3,6,1,4,5,True,4.0,False,single,25,3,other,6.0,1
1306,542,2611,,manufacturing director,3,3,8,1,6,3,False,4.0,False,single,7,3,other,17.0,3
1307,547,2616,,sales executive,2,3,6,1,3,3,False,4.0,False,married,9,1,life sciences,,1
1308,548,2617,,laboratory technician,1,2,6,3,3,2,False,3.0,False,married,19,4,medical,6.0,1
1309,549,2618,,research scientist,1,4,10,7,7,5,False,3.0,False,married,2,1,life sciences,10.0,1
1310,551,2620,research & development,research scientist,1,3,8,2,2,2,False,4.0,False,,4,2,life sciences,,1
1311,553,2622,research & development,laboratory technician,1,4,6,1,3,2,False,3.0,False,single,5,2,,7.0,0
1312,556,2625,,sales executive,2,3,6,1,2,2,False,4.0,False,,16,3,life sciences,7.0,1
1313,557,2626,sales,sales executive,4,1,23,14,10,3,True,,True,married,9,3,,25.0,7
1314,558,2627,,sales executive,2,3,6,0,5,0,False,3.0,True,,1,2,,8.0,8
1315,559,2628,research & development,laboratory technician,1,4,5,0,3,5,False,3.0,False,married,16,3,medical,6.0,0
1316,561,2630,,research scientist,2,3,10,0,9,3,True,3.0,False,,1,3,life sciences,10.0,1
1317,562,2631,,research scientist,1,2,6,0,4,3,False,3.0,False,single,1,3,medical,6.0,1
1318,579,2648,research & development,research director,5,3,10,1,6,4,False,3.0,False,divorced,4,1,,28.0,3
1319,580,2649,,sales executive,4,3,20,4,8,2,,3.0,False,married,26,3,,,5
1320,581,2650,,sales executive,2,3,5,0,4,3,True,3.0,False,,2,3,,5.0,1
1321,588,2657,,sales executive,2,3,5,1,3,5,True,3.0,False,divorced,2,2,marketing,,7
1322,590,2659,,sales executive,2,3,5,4,4,6,,,False,single,12,3,,,0
1323,591,2660,,manufacturing director,3,2,5,0,4,4,False,,False,married,32,3,,,2
1324,595,2664,,manager,3,2,5,0,1,3,True,4.0,False,divorced,7,3,,10.0,9
1325,596,2665,sales,sales executive,2,3,5,0,3,3,True,3.0,False,single,1,3,,5.0,1
1326,597,2666,,sales representative,1,3,7,0,6,1,True,3.0,False,,13,1,,7.0,1
1327,605,2674,,human resources,2,2,5,0,4,2,False,3.0,False,,2,3,life sciences,13.0,8
1328,607,2676,,sales executive,3,3,8,7,7,2,False,3.0,False,,8,2,,,5
1329,610,2679,,sales executive,3,2,9,7,0,4,True,3.0,False,married,2,4,life sciences,13.0,6
1330,614,2683,,human resources,1,3,5,1,4,2,True,3.0,False,,8,4,technical degree,6.0,1
1331,618,2687,,human resources,1,3,5,1,4,2,,3.0,False,,2,3,human resources,5.0,1
1332,621,2690,,manufacturing director,2,3,8,1,7,3,,,False,single,9,2,medical,10.0,7
1333,623,2692,,sales executive,3,2,5,1,0,2,True,3.0,True,single,25,4,,9.0,2
1334,626,2695,,research scientist,1,3,6,1,3,2,False,3.0,False,married,4,1,,8.0,7
1335,633,2702,,laboratory technician,1,2,5,0,2,2,False,3.0,False,,1,3,life sciences,7.0,5
1336,635,2704,research & development,laboratory technician,1,2,5,0,2,5,True,3.0,False,,4,4,medical,8.0,8
1337,640,2709,,healthcare representative,2,3,6,1,3,0,,3.0,False,,2,1,life sciences,6.0,1
1338,646,2715,,manufacturing director,2,3,5,1,0,3,True,4.0,False,,12,3,medical,,4
1339,653,2722,,healthcare representative,2,3,7,7,7,3,True,3.0,False,,12,3,,15.0,2
1340,659,2728,,sales executive,2,2,5,0,4,5,False,3.0,False,divorced,3,3,life sciences,14.0,2
1341,660,2729,,research scientist,1,2,5,0,4,3,True,3.0,False,single,41,4,medical,5.0,1
1342,661,2730,,manufacturing director,2,3,9,1,7,2,True,3.0,False,,5,3,medical,10.0,0
1343,671,2740,,research director,5,3,8,0,7,1,,3.0,False,,47,3,,28.0,3
1344,674,2743,,sales executive,3,3,5,1,3,3,,3.0,False,,3,3,life sciences,,2
1345,677,2746,research & development,healthcare representative,3,4,5,1,4,2,True,3.0,False,divorced,24,2,,12.0,3
1346,679,2748,,sales representative,1,3,4,0,2,5,,4.0,True,,20,2,marketing,4.0,1
1347,688,2757,,research scientist,1,3,5,0,2,3,True,4.0,False,,8,2,,,1
1348,693,2762,,sales executive,2,1,4,0,2,2,True,4.0,False,married,45,2,,,2
1349,697,2766,research & development,laboratory technician,1,3,5,1,4,3,False,3.0,False,married,37,3,,9.0,4
1350,699,2768,,laboratory technician,1,1,4,1,3,2,False,3.0,True,divorced,10,1,,8.0,7
1351,702,2771,,laboratory technician,1,3,8,0,7,3,,3.0,False,married,8,1,,,1
1352,704,2773,research & development,laboratory technician,1,3,6,1,2,4,True,3.0,True,,7,3,,6.0,1
1353,707,2776,sales,sales executive,2,3,4,1,3,4,False,3.0,True,married,8,2,technical degree,18.0,3
1354,713,2782,,research scientist,1,3,5,4,3,3,False,3.0,False,divorced,10,1,life sciences,,0
1355,716,2785,research & development,healthcare representative,2,2,4,1,2,3,False,3.0,False,,12,3,,,2
1356,717,2786,,research scientist,1,4,4,0,1,3,False,3.0,False,single,2,1,medical,,7
1357,719,2788,,sales executive,2,3,5,0,3,3,,3.0,False,,3,1,,5.0,1
1358,721,2790,,human resources,1,3,4,0,3,4,False,3.0,False,divorced,3,2,human resources,,3
1359,722,2791,,laboratory technician,1,2,4,0,3,5,False,3.0,False,,7,1,medical,8.0,6
1360,730,2799,,healthcare representative,2,3,4,0,1,3,,3.0,False,,3,3,,8.0,3
1361,732,2801,,laboratory technician,1,2,5,1,3,2,True,3.0,False,married,1,2,medical,6.0,1
1362,734,2803,,laboratory technician,1,3,4,1,2,2,False,4.0,False,single,24,3,medical,6.0,8
1363,740,2809,,sales executive,2,3,4,1,1,4,False,3.0,False,single,10,4,life sciences,5.0,0
1364,761,2830,,laboratory technician,1,2,4,3,3,3,False,4.0,False,,2,3,,4.0,1
1365,764,2833,research & development,research scientist,1,4,5,0,4,1,True,3.0,False,married,12,3,medical,5.0,1
1366,765,2834,,laboratory technician,1,3,5,1,2,2,False,3.0,False,,9,4,medical,,9
1367,770,2839,,research scientist,1,3,5,0,3,6,,3.0,False,married,1,3,,5.0,1
1368,772,2841,,laboratory technician,1,3,4,0,2,5,True,3.0,False,married,2,2,life sciences,7.0,4
1369,773,2842,,manufacturing director,2,3,10,0,8,4,True,3.0,True,single,10,4,,10.0,1
1370,775,2844,sales,sales executive,2,3,5,1,2,4,False,3.0,False,,10,3,,,1
1371,789,2858,,research scientist,1,3,4,1,2,2,True,3.0,False,single,1,3,medical,6.0,6
1372,791,2860,sales,sales executive,2,2,6,0,0,2,False,3.0,False,married,11,4,marketing,8.0,4
1373,793,2862,,research scientist,1,3,5,0,2,2,True,3.0,False,married,2,4,,20.0,2
1374,812,2881,,laboratory technician,1,3,2,2,2,3,False,,False,,31,4,,4.0,3
1375,821,2890,,manager,5,2,3,2,2,3,False,4.0,False,,2,4,human resources,,9
1376,824,2893,,sales executive,3,3,2,2,1,3,False,3.0,False,single,12,3,,16.0,4
1377,828,2897,sales,sales executive,2,2,2,2,2,3,False,3.0,False,,28,3,life sciences,,2
1378,831,2900,,research scientist,1,3,2,2,2,6,True,4.0,False,married,36,1,medical,2.0,1
1379,842,2911,,manufacturing director,2,2,2,2,0,1,False,3.0,False,married,1,1,,,5
1380,843,2912,,laboratory technician,2,3,7,3,7,2,,3.0,False,married,38,2,,,8
1381,844,2913,,research scientist,1,4,4,2,2,2,False,3.0,False,,22,3,life sciences,4.0,1
1382,848,2917,,research scientist,1,3,6,1,5,1,False,3.0,True,single,1,3,,,0
1383,852,2921,human resources,human resources,1,3,2,2,2,2,False,3.0,False,married,6,2,medical,,8
1384,853,2922,,laboratory technician,1,2,3,1,2,2,,3.0,True,single,1,3,,4.0,0
1385,855,2924,,sales executive,2,3,3,2,2,2,,3.0,False,,26,4,marketing,4.0,0
1386,863,2932,,research scientist,1,3,5,0,4,3,True,4.0,False,married,9,3,,,1
1387,869,2938,sales,sales representative,1,3,2,2,2,5,,3.0,False,divorced,5,3,,2.0,1
1388,873,2942,research & development,research scientist,1,3,2,2,2,2,,3.0,False,,2,4,,3.0,0
1389,884,2953,,sales representative,1,3,3,2,2,3,True,4.0,False,single,9,2,,3.0,1
1390,885,2954,,research scientist,1,2,2,2,2,5,,3.0,False,,9,4,life sciences,3.0,0
1391,887,2956,,laboratory technician,1,3,5,0,4,2,True,3.0,False,,1,2,,5.0,1
1392,888,2957,,healthcare representative,3,2,5,0,0,2,True,4.0,False,single,7,3,other,,8
1393,898,2967,,laboratory technician,1,3,2,0,2,5,True,3.0,True,married,3,3,medical,6.0,5
1394,900,2969,,manager,4,3,5,1,4,2,False,3.0,False,married,4,2,life sciences,31.0,2
1395,902,2971,,research scientist,1,3,3,0,2,3,True,4.0,False,divorced,23,3,life sciences,,1
1396,904,2973,,research scientist,1,2,2,1,1,2,False,3.0,True,married,25,5,technical degree,6.0,5
1397,905,2974,,research director,4,3,3,0,1,2,False,3.0,False,married,2,3,life sciences,,6
1398,908,2977,human resources,human resources,3,3,3,0,2,2,False,3.0,True,divorced,23,3,,,9
1399,920,2989,,sales representative,1,3,3,1,2,2,,,False,,22,1,technical degree,,1
1400,925,2994,,research scientist,1,2,4,1,1,0,,3.0,False,single,3,4,medical,5.0,0
1401,929,2998,,sales executive,2,3,2,2,0,3,True,3.0,True,single,3,2,life sciences,,9
1402,936,3005,,research scientist,1,2,4,2,3,2,False,4.0,False,single,2,1,,5.0,0
1403,937,3006,sales,sales representative,1,3,2,2,2,2,False,3.0,False,,10,3,,,1
1404,939,3008,research & development,research scientist,1,4,2,0,2,3,False,3.0,False,single,12,1,medical,,1
1405,940,3009,,manager,5,3,5,1,4,2,False,3.0,True,,2,3,medical,24.0,5
1406,944,3013,,sales representative,1,3,3,0,2,1,,3.0,False,,8,4,,3.0,1
1407,946,3015,,sales executive,2,3,3,1,2,1,True,3.0,False,,8,2,,,5
1408,949,3018,research & development,research scientist,1,4,2,2,2,0,False,3.0,False,single,20,4,,7.0,3
1409,950,3019,,research scientist,1,3,2,2,1,3,True,3.0,True,single,2,4,,5.0,6
1410,951,3020,,human resources,1,3,5,0,4,2,True,3.0,False,married,13,3,human resources,,4
1411,956,3025,,sales executive,3,2,5,0,4,3,False,3.0,False,married,7,2,,35.0,7
1412,961,3030,,research scientist,1,3,4,0,2,2,False,3.0,False,,1,3,technical degree,7.0,2
1413,969,3038,,manufacturing director,2,3,3,0,2,3,,3.0,True,married,3,1,life sciences,4.0,0
1414,971,3040,research & development,laboratory technician,1,3,2,2,2,2,True,4.0,True,married,6,3,medical,,7
1415,973,3042,research & development,research scientist,1,3,6,0,1,6,True,3.0,False,single,7,4,other,8.0,2
1416,978,3047,,research scientist,1,3,5,0,1,2,True,3.0,True,married,22,3,,,4
1417,979,3048,,manufacturing director,2,2,4,3,2,6,False,3.0,False,divorced,17,1,medical,5.0,1
1418,983,3052,,manufacturing director,2,3,2,2,1,6,False,3.0,False,,7,2,medical,8.0,6
1419,989,3058,,research scientist,1,3,2,2,2,2,False,3.0,False,,3,4,,8.0,3
1420,1002,3071,,sales executive,2,3,5,0,2,3,True,3.0,False,divorced,11,2,marketing,5.0,1
1421,1009,3078,,manager,5,3,5,4,2,2,,3.0,False,divorced,4,4,,28.0,4
1422,1011,3080,,laboratory technician,1,2,2,1,2,2,True,3.0,False,single,3,3,,2.0,1
1423,1012,3081,,manager,4,3,2,2,2,3,,4.0,False,,2,3,,,2
1424,1015,3084,,sales executive,3,2,13,4,12,6,False,3.0,False,married,8,2,,16.0,4
1425,1016,3085,,research scientist,1,3,3,1,2,5,True,3.0,False,divorced,1,3,life sciences,3.0,1
1426,1017,3086,,laboratory technician,1,2,2,2,2,2,True,4.0,True,,10,2,,2.0,1
1427,1018,3087,,sales executive,2,3,3,0,2,3,True,3.0,False,,2,3,marketing,4.0,0
1428,1021,3090,,laboratory technician,1,2,2,2,2,2,False,3.0,False,married,2,3,life sciences,,1
1429,1025,3094,,research scientist,1,3,5,0,3,2,False,3.0,True,single,23,3,medical,6.0,0
1430,1031,3100,research & development,research scientist,1,3,4,0,0,0,,3.0,False,divorced,16,2,,6.0,9
1431,1034,3103,,manufacturing director,4,2,5,0,3,1,True,3.0,False,,11,2,technical degree,,3
1432,1037,3106,,research scientist,1,4,4,0,3,2,True,3.0,False,divorced,7,3,,4.0,1
1433,1039,3108,,sales executive,3,3,4,3,2,5,True,3.0,False,,2,3,,14.0,2
1434,1042,3111,,sales executive,2,4,3,1,2,3,False,3.0,False,married,18,1,life sciences,6.0,2
1435,1049,3118,research & development,research director,4,3,3,1,0,3,True,3.0,False,,8,5,life sciences,,3
1436,1054,3123,,human resources,1,4,3,0,2,3,,,False,,8,2,,8.0,9
1437,1062,3131,research & development,manufacturing director,3,3,2,2,2,2,,,False,single,2,1,,16.0,5
1438,1063,3132,,healthcare representative,2,3,3,1,2,2,True,3.0,False,married,4,4,life sciences,4.0,0
1439,1070,3139,,sales representative,1,3,3,1,2,3,False,4.0,False,,2,4,life sciences,7.0,3
1440,1081,3150,,research scientist,1,2,4,1,3,2,True,,False,married,26,2,other,4.0,1
1441,1083,3152,,sales executive,2,3,5,0,3,3,False,3.0,False,single,2,4,,,7
1442,1084,3153,,manufacturing director,2,3,3,1,1,2,True,3.0,False,married,12,4,life sciences,7.0,9
1443,1086,3155,,manager,5,3,5,1,0,2,False,3.0,False,married,26,4,,27.0,3
1444,1087,3156,,manufacturing director,2,3,9,3,8,2,,3.0,False,,4,3,medical,,0
1445,1093,3162,,laboratory technician,1,3,4,0,3,3,True,3.0,True,,7,3,,10.0,3
1446,1094,3163,,sales executive,2,2,5,1,4,2,True,3.0,False,single,10,3,,,9
1447,1101,3170,,manager,4,4,3,1,2,2,,3.0,False,,2,4,life sciences,29.0,6
1448,1102,3171,,sales representative,1,3,2,0,2,3,True,3.0,False,,9,1,,,1
1449,1107,3176,,laboratory technician,1,1,3,0,2,3,True,3.0,False,,17,4,,,1
1450,1108,3177,,research scientist,1,3,5,1,3,3,True,3.0,False,married,10,3,,,6
1451,1111,3180,,laboratory technician,1,3,6,1,2,2,True,3.0,False,,29,1,medical,6.0,1
1452,1115,3184,,human resources,1,2,4,1,2,0,False,3.0,True,divorced,42,3,,,6
1453,1116,3185,,sales executive,2,3,5,0,2,3,True,3.0,False,,5,3,,6.0,1
1454,1118,3187,,sales representative,1,1,2,2,2,3,True,3.0,True,single,9,3,,2.0,1
1455,1120,3189,,manufacturing director,4,2,3,0,2,2,,4.0,False,married,31,4,,27.0,4
1456,1121,3190,,sales executive,2,1,2,2,2,3,,,False,,3,2,,,5
1457,1122,3191,,manager,3,3,2,2,2,2,True,3.0,False,married,3,3,,,2
1458,1134,3203,sales,sales executive,2,2,2,2,2,3,True,3.0,True,,2,4,marketing,7.0,7
1459,1135,3204,,research scientist,2,3,2,2,2,2,,3.0,False,,19,4,,7.0,8
1460,1142,3211,,sales executive,2,3,5,1,4,2,False,3.0,False,divorced,10,2,,,2
1461,1143,3212,,sales executive,2,2,4,0,1,3,True,3.0,False,married,3,1,,9.0,3
1462,1144,3213,,laboratory technician,1,4,2,2,2,0,False,3.0,False,divorced,4,3,,4.0,8
1463,1147,3216,,research scientist,1,3,5,0,3,0,False,3.0,False,divorced,9,2,,,2
1464,1149,3218,,sales executive,3,3,2,2,2,2,,3.0,True,,24,4,life sciences,15.0,6
1465,1158,3227,,sales representative,1,2,2,2,2,2,True,3.0,False,,36,4,,,0
1466,1159,3228,sales,sales representative,1,3,2,1,2,6,,3.0,False,single,5,1,medical,,1
1467,1160,3229,,manufacturing director,2,3,4,0,2,3,,3.0,False,,13,2,life sciences,18.0,7
1468,1164,3233,,healthcare representative,2,3,10,0,2,2,False,3.0,False,,18,4,life sciences,,1
1469,1177,3246,,laboratory technician,1,4,5,0,3,3,True,4.0,False,married,7,3,,5.0,1
